A	B	C	y
-0.5000000000000001	-0.30000000000000016	-0.9	-0.3400123042098926
-0.5000000000000001	-0.30000000000000016	-0.8	-0.5557789559543842
-0.5000000000000001	-0.30000000000000016	-0.7000000000000001	-0.7459229262843337
-0.5000000000000001	-0.30000000000000016	-0.6000000000000001	-0.9145686237977453
-0.5000000000000001	-0.30000000000000016	-0.5000000000000001	-1.065653590349596
-0.5000000000000001	-0.30000000000000016	-0.40000000000000013	-1.202971431490541
-0.5000000000000001	-0.30000000000000016	-0.30000000000000016	-1.3302138046108531
-0.5000000000000001	-0.30000000000000016	-0.20000000000000018	-1.451011928540535
-0.5000000000000001	-0.30000000000000016	-0.1000000000000002	-1.5689780861134888
-0.5000000000000001	-0.30000000000000016	-2.220446049250313e-16	-1.6877476036437642
-0.5000000000000001	-0.30000000000000016	0.09999999999999964	-1.3693115861531726
-0.5000000000000001	-0.30000000000000016	0.19999999999999973	-1.0536839336199009
-0.5000000000000001	-0.30000000000000016	0.2999999999999998	-0.7392543913965679
-0.5000000000000001	-0.30000000000000016	0.3999999999999997	-0.42447608164927253
-0.5000000000000001	-0.30000000000000016	0.49999999999999956	-0.10784419054801075
-0.5000000000000001	-0.30000000000000016	0.5999999999999996	0.21212426763082481
-0.5000000000000001	-0.30000000000000016	0.6999999999999997	0.5369098934378873
-0.5000000000000001	-0.30000000000000016	0.7999999999999996	0.868009823728153
-0.5000000000000001	-0.30000000000000016	0.8999999999999995	1.2069563954329618
-0.5000000000000001	-0.30000000000000016	0.9999999999999996	1.5553358121168666
-0.5000000000000001	-0.20000000000000018	-1.0	0.06403080445358178
-0.5000000000000001	-0.20000000000000018	-0.9	-0.178254463985958
-0.5000000000000001	-0.20000000000000018	-0.8	-0.3917488303449206
-0.5000000000000001	-0.20000000000000018	-0.7000000000000001	-0.5812444584330636
-0.5000000000000001	-0.20000000000000018	-0.6000000000000001	-0.7514078697708284
-0.5000000000000001	-0.20000000000000018	-0.5000000000000001	-0.9068464614044993
-0.5000000000000001	-0.20000000000000018	-0.40000000000000013	-1.0521779748639941
-0.5000000000000001	-0.20000000000000018	-0.30000000000000016	-1.1921041984550254
-0.5000000000000001	-0.20000000000000018	-0.20000000000000018	-1.3314903396817188
-0.5000000000000001	-0.20000000000000018	-0.1000000000000002	-1.475451691129171
-0.5000000000000001	-0.20000000000000018	-2.220446049250313e-16	-1.6294494367038754
-0.5000000000000001	-0.20000000000000018	0.09999999999999964	-1.2757851911688554
-0.5000000000000001	-0.20000000000000018	0.19999999999999973	-0.9341623447610852
-0.5000000000000001	-0.20000000000000018	0.2999999999999998	-0.6011447852407401
-0.5000000000000001	-0.20000000000000018	0.3999999999999997	-0.2736826250227251
-0.5000000000000001	-0.20000000000000018	0.49999999999999956	0.05096293839708599
-0.5000000000000001	-0.20000000000000018	0.5999999999999996	0.37528502165774125
-0.5000000000000001	-0.20000000000000018	0.6999999999999997	0.7015883612891578
-0.5000000000000001	-0.20000000000000018	0.7999999999999996	1.0320399493376167
-0.5000000000000001	-0.20000000000000018	0.8999999999999995	1.3687142356568964
-0.5000000000000001	-0.20000000000000018	0.9999999999999996	1.7136339790567554
-0.5000000000000001	-0.1000000000000002	-1.0	0.22651323269426493
-0.5000000000000001	-0.1000000000000002	-0.9	-0.006740788307087797
-0.5000000000000001	-0.1000000000000002	-0.8	-0.21180978905810566
-0.5000000000000001	-0.1000000000000002	-0.7000000000000001	-0.39415694235071497
-0.5000000000000001	-0.1000000000000002	-0.6000000000000001	-0.5593832969379278
-0.5000000000000001	-0.1000000000000002	-0.5000000000000001	-0.7133782036806964
-0.5000000000000001	-0.1000000000000002	-0.40000000000000013	-0.8624971562960548
-0.5000000000000001	-0.1000000000000002	-0.30000000000000016	-1.013775141121605
-0.5000000000000001	-0.1000000000000002	-0.20000000000000018	-1.1751855922435337
-0.5000000000000001	-0.1000000000000002	-0.1000000000000002	-1.355957575091985
-0.5000000000000001	-0.1000000000000002	-2.220446049250313e-16	-1.5669670084631921
-0.5000000000000001	-0.1000000000000002	0.09999999999999964	-1.1562910751316693
-0.5000000000000001	-0.1000000000000002	0.19999999999999973	-0.7778575973229
-0.5000000000000001	-0.1000000000000002	0.2999999999999998	-0.42281572790732014
-0.5000000000000001	-0.1000000000000002	0.3999999999999997	-0.08400180645478628
-0.5000000000000001	-0.1000000000000002	0.49999999999999956	0.24443119612088893
-0.5000000000000001	-0.1000000000000002	0.5999999999999996	0.5673095944906423
-0.5000000000000001	-0.1000000000000002	0.6999999999999997	0.8886758773715058
-0.5000000000000001	-0.1000000000000002	0.7999999999999996	1.2119789906244316
-0.5000000000000001	-0.1000000000000002	0.8999999999999995	1.5402279113357666
-0.5000000000000001	-0.1000000000000002	0.9999999999999996	1.8761164072974381
-0.5000000000000001	-2.220446049250313e-16	-1.0	0.3934802411574574
-0.5000000000000001	-2.220446049250313e-16	-0.9	0.1861187613355133
-0.5000000000000001	-2.220446049250313e-16	-0.8	0.01364653865089771
-0.5000000000000001	-2.220446049250313e-16	-0.7000000000000001	-0.1276637024016627
-0.5000000000000001	-2.220446049250313e-16	-0.6000000000000001	-0.24122764572915845
-0.5000000000000001	-2.220446049250313e-16	-0.5000000000000001	-0.3301834441018263
-0.5000000000000001	-2.220446049250313e-16	-0.40000000000000013	-0.39742352502142353
-0.5000000000000001	-2.220446049250313e-16	-0.30000000000000016	-0.4456410331240166
-0.5000000000000001	-2.220446049250313e-16	-0.20000000000000018	-0.4780013352798891
-0.5000000000000001	-2.220446049250313e-16	-0.1000000000000002	-0.5218670370075149
-0.5000000000000001	-2.220446049250313e-16	-2.220446049250313e-16	-1.4999999999999922
-0.5000000000000001	-2.220446049250313e-16	0.09999999999999964	-0.32220053704719875
-0.5000000000000001	-2.220446049250313e-16	0.19999999999999973	-0.080673340359255
-0.5000000000000001	-2.220446049250313e-16	0.2999999999999998	0.14531838009026865
-0.5000000000000001	-2.220446049250313e-16	0.3999999999999997	0.3810718248198448
-0.5000000000000001	-2.220446049250313e-16	0.49999999999999956	0.627625955699759
-0.5000000000000001	-2.220446049250313e-16	0.5999999999999996	0.8854652456994114
-0.5000000000000001	-2.220446049250313e-16	0.6999999999999997	1.155169117320558
-0.5000000000000001	-2.220446049250313e-16	0.7999999999999996	1.4374353183334359
-0.5000000000000001	-2.220446049250313e-16	0.8999999999999995	1.7330874609783677
-0.5000000000000001	-2.220446049250313e-16	0.9999999999999996	2.0430834157606306
-0.5000000000000001	0.09999999999999964	-1.0	0.22651323269426582
-0.5000000000000001	0.09999999999999964	-0.9	-0.006740788307086909
-0.5000000000000001	0.09999999999999964	-0.8	-0.21180978905810477
-0.5000000000000001	0.09999999999999964	-0.7000000000000001	-0.3941569423507141
-0.5000000000000001	0.09999999999999964	-0.6000000000000001	-0.5593832969379264
-0.5000000000000001	0.09999999999999964	-0.5000000000000001	-0.713378203680695
-0.5000000000000001	0.09999999999999964	-0.40000000000000013	-0.8624971562960535
-0.5000000000000001	0.09999999999999964	-0.30000000000000016	-1.0137751411216036
-0.5000000000000001	0.09999999999999964	-0.20000000000000018	-1.1751855922435326
-0.5000000000000001	0.09999999999999964	-0.1000000000000002	-1.3559575750919841
-0.5000000000000001	0.09999999999999964	-2.220446049250313e-16	-1.566967008463192
-0.5000000000000001	0.09999999999999964	0.09999999999999964	-1.1562910751316686
-0.5000000000000001	0.09999999999999964	0.19999999999999973	-0.7778575973228987
-0.5000000000000001	0.09999999999999964	0.2999999999999998	-0.4228157279073188
-0.5000000000000001	0.09999999999999964	0.3999999999999997	-0.08400180645478539
-0.5000000000000001	0.09999999999999964	0.49999999999999956	0.24443119612089026
-0.5000000000000001	0.09999999999999964	0.5999999999999996	0.5673095944906432
-0.5000000000000001	0.09999999999999964	0.6999999999999997	0.8886758773715067
-0.5000000000000001	0.09999999999999964	0.7999999999999996	1.2119789906244325
-0.5000000000000001	0.09999999999999964	0.8999999999999995	1.5402279113357675
-0.5000000000000001	0.09999999999999964	0.9999999999999996	1.87611640729744
-0.5000000000000001	0.19999999999999973	-1.0	0.06403080445358222
-0.5000000000000001	0.19999999999999973	-0.9	-0.17825446398595757
-0.5000000000000001	0.19999999999999973	-0.8	-0.3917488303449197
-0.5000000000000001	0.19999999999999973	-0.7000000000000001	-0.5812444584330627
-0.5000000000000001	0.19999999999999973	-0.6000000000000001	-0.7514078697708275
-0.5000000000000001	0.19999999999999973	-0.5000000000000001	-0.9068464614044984
-0.5000000000000001	0.19999999999999973	-0.40000000000000013	-1.0521779748639934
-0.5000000000000001	0.19999999999999973	-0.30000000000000016	-1.192104198455025
-0.5000000000000001	0.19999999999999973	-0.20000000000000018	-1.3314903396817184
-0.5000000000000001	0.19999999999999973	-0.1000000000000002	-1.4754516911291706
-0.5000000000000001	0.19999999999999973	-2.220446049250313e-16	-1.6294494367038754
-0.5000000000000001	0.19999999999999973	0.09999999999999964	-1.275785191168855
-0.5000000000000001	0.19999999999999973	0.19999999999999973	-0.9341623447610847
-0.5000000000000001	0.19999999999999973	0.2999999999999998	-0.6011447852407394
-0.5000000000000001	0.19999999999999973	0.3999999999999997	-0.2736826250227251
-0.5000000000000001	0.19999999999999973	0.49999999999999956	0.05096293839708643
-0.5000000000000001	0.19999999999999973	0.5999999999999996	0.37528502165774213
-0.5000000000000001	0.19999999999999973	0.6999999999999997	0.7015883612891587
-0.5000000000000001	0.19999999999999973	0.7999999999999996	1.0320399493376176
-0.5000000000000001	0.19999999999999973	0.8999999999999995	1.3687142356568973
-0.5000000000000001	0.19999999999999973	0.9999999999999996	1.7136339790567554
-0.5000000000000001	0.2999999999999998	-1.0	-0.09426736248630618
-0.5000000000000001	0.2999999999999998	-0.9	-0.34001230420989215
-0.5000000000000001	0.2999999999999998	-0.8	-0.5557789559543838
-0.5000000000000001	0.2999999999999998	-0.7000000000000001	-0.7459229262843332
-0.5000000000000001	0.2999999999999998	-0.6000000000000001	-0.9145686237977448
-0.5000000000000001	0.2999999999999998	-0.5000000000000001	-1.0656535903495956
-0.5000000000000001	0.2999999999999998	-0.40000000000000013	-1.2029714314905406
-0.5000000000000001	0.2999999999999998	-0.30000000000000016	-1.3302138046108527
-0.5000000000000001	0.2999999999999998	-0.20000000000000018	-1.4510119285405345
-0.5000000000000001	0.2999999999999998	-0.1000000000000002	-1.5689780861134883
-0.5000000000000001	0.2999999999999998	-2.220446049250313e-16	-1.6877476036437642
-0.5000000000000001	0.2999999999999998	0.09999999999999964	-1.3693115861531722
-0.5000000000000001	0.2999999999999998	0.19999999999999973	-1.0536839336199004
-0.5000000000000001	0.2999999999999998	0.2999999999999998	-0.7392543913965675
-0.5000000000000001	0.2999999999999998	0.3999999999999997	-0.42447608164927164
-0.5000000000000001	0.2999999999999998	0.49999999999999956	-0.10784419054801031
-0.5000000000000001	0.2999999999999998	0.5999999999999996	0.21212426763082526
-0.5000000000000001	0.2999999999999998	0.6999999999999997	0.5369098934378882
-0.5000000000000001	0.2999999999999998	0.7999999999999996	0.8680098237281539
-0.5000000000000001	0.2999999999999998	0.8999999999999995	1.2069563954329623
-0.5000000000000001	0.2999999999999998	0.9999999999999996	1.5553358121168674
-0.5000000000000001	0.3999999999999997	-1.0	-0.24866147558734264
-0.5000000000000001	0.3999999999999997	-0.9	-0.4944062459633658
-0.5000000000000001	0.3999999999999997	-0.8	-0.708944951686175
-0.5000000000000001	0.3999999999999997	-0.7000000000000001	-0.8963583008691305
-0.5000000000000001	0.3999999999999997	-0.6000000000000001	-1.0604493244314626
-0.5000000000000001	0.3999999999999997	-0.5000000000000001	-1.2047806779791417
-0.5000000000000001	0.3999999999999997	-0.40000000000000013	-1.3327095371793116
-0.5000000000000001	0.3999999999999997	-0.30000000000000016	-1.447420408708314
-0.5000000000000001	0.3999999999999997	-0.20000000000000018	-1.551956163446821
-0.5000000000000001	0.3999999999999997	-0.1000000000000002	-1.6492475852047925
-0.5000000000000001	0.3999999999999997	-2.220446049250313e-16	-1.7421417167448006
-0.5000000000000001	0.3999999999999997	0.09999999999999964	-1.4495810852444762
-0.5000000000000001	0.3999999999999997	0.19999999999999973	-1.1546281685261874
-0.5000000000000001	0.3999999999999997	0.2999999999999998	-0.8564609954940288
-0.5000000000000001	0.3999999999999997	0.3999999999999997	-0.5542141873380424
-0.5000000000000001	0.3999999999999997	0.49999999999999956	-0.24697127817755637
-0.5000000000000001	0.3999999999999997	0.5999999999999996	0.0662435669971071
-0.5000000000000001	0.3999999999999997	0.6999999999999997	0.3864745188530909
-0.5000000000000001	0.3999999999999997	0.7999999999999996	0.7148438279963631
-0.5000000000000001	0.3999999999999997	0.8999999999999995	1.052562453679489
-0.5000000000000001	0.3999999999999997	0.9999999999999996	1.400941699015831
-0.5000000000000001	0.49999999999999956	-1.0	-0.3994129776559938
-0.5000000000000001	0.49999999999999956	-0.9	-0.6426611887460769
-0.5000000000000001	0.49999999999999956	-0.8	-0.8535958576607716
-0.5000000000000001	0.49999999999999956	-0.7000000000000001	-1.0361291278765445
-0.5000000000000001	0.49999999999999956	-0.6000000000000001	-1.1938748195236757
-0.5000000000000001	0.49999999999999956	-0.5000000000000001	-1.3301834292006647
-0.5000000000000001	0.49999999999999956	-0.40000000000000013	-1.4481744793480156
-0.5000000000000001	0.49999999999999956	-0.30000000000000016	-1.550766514200827
-0.5000000000000001	0.49999999999999956	-0.20000000000000018	-1.6407050214097239
-0.5000000000000001	0.49999999999999956	-0.1000000000000002	-1.7205885422547704
-0.5000000000000001	0.49999999999999956	-2.220446049250313e-16	-1.792893218813452
-0.5000000000000001	0.49999999999999956	0.09999999999999964	-1.520922042294454
-0.5000000000000001	0.49999999999999956	0.19999999999999973	-1.2433770264890898
-0.5000000000000001	0.49999999999999956	0.2999999999999998	-0.9598071009865419
-0.5000000000000001	0.49999999999999956	0.3999999999999997	-0.6696791295067464
-0.5000000000000001	0.49999999999999956	0.49999999999999956	-0.3723740293990794
-0.5000000000000001	0.49999999999999956	0.5999999999999996	-0.06718192809510581
-0.5000000000000001	0.49999999999999956	0.6999999999999997	0.24670369184567642
-0.5000000000000001	0.49999999999999956	0.7999999999999996	0.5701929220217661
-0.5000000000000001	0.49999999999999956	0.8999999999999995	0.904307510896778
-0.5000000000000001	0.49999999999999956	0.9999999999999996	1.250190196947179
-0.5000000000000001	0.5999999999999996	-1.0	-0.5467658034560943
-0.5000000000000001	0.5999999999999996	-0.9	-0.7855731507673864
-0.5000000000000001	0.5999999999999996	-0.8	-0.9911393119113283
-0.5000000000000001	0.5999999999999996	-0.7000000000000001	-1.1672779374186166
-0.5000000000000001	0.5999999999999996	-0.6000000000000001	-1.3174956127551622
-0.5000000000000001	0.5999999999999996	-0.5000000000000001	-1.445026143055701
-0.5000000000000001	0.5999999999999996	-0.40000000000000013	-1.5528621314988396
-0.5000000000000001	0.5999999999999996	-0.30000000000000016	-1.6437841440887868
-0.5000000000000001	0.5999999999999996	-0.20000000000000018	-1.7203877353611343
-0.5000000000000001	0.5999999999999996	-0.1000000000000002	-1.7851085930237398
-0.5000000000000001	0.5999999999999996	-2.220446049250313e-16	-1.8402460446135525
-0.5000000000000001	0.5999999999999996	0.09999999999999964	-1.5854420930634234
-0.5000000000000001	0.5999999999999996	0.19999999999999973	-1.3230597404405002
-0.5000000000000001	0.5999999999999996	0.2999999999999998	-1.0528247308745016
-0.5000000000000001	0.5999999999999996	0.3999999999999997	-0.7743667816575706
-0.5000000000000001	0.5999999999999996	0.49999999999999956	-0.4872167432541157
-0.5000000000000001	0.5999999999999996	0.5999999999999996	-0.19080272132659237
-0.5000000000000001	0.5999999999999996	0.6999999999999997	0.11555488230360478
-0.5000000000000001	0.5999999999999996	0.7999999999999996	0.43264946777120983
-0.5000000000000001	0.5999999999999996	0.8999999999999995	0.7613955488754689
-0.5000000000000001	0.5999999999999996	0.9999999999999996	1.1028373711470785
-0.5000000000000001	0.6999999999999997	-1.0	-0.6909475521700834
-0.5000000000000001	0.6999999999999997	-0.9	-0.9237268789292399
-0.5000000000000001	0.6999999999999997	-0.8	-1.1225399013263888
-0.5000000000000001	0.6999999999999997	-0.7000000000000001	-1.2911474083886254
-0.5000000000000001	0.6999999999999997	-0.6000000000000001	-1.4329998140986153
-0.5000000000000001	0.6999999999999997	-0.5000000000000001	-1.5512712490622822
-0.5000000000000001	0.6999999999999997	-0.40000000000000013	-1.6488909349880294
-0.5000000000000001	0.6999999999999997	-0.30000000000000016	-1.7285721341493208
-0.5000000000000001	0.6999999999999997	-0.20000000000000018	-1.7928389477225268
-0.5000000000000001	0.6999999999999997	-0.1000000000000002	-1.8440512203518702
-0.5000000000000001	0.6999999999999997	-2.220446049250313e-16	-1.8844277933275415
-0.5000000000000001	0.6999999999999997	0.09999999999999964	-1.6443847203915536
-0.5000000000000001	0.6999999999999997	0.19999999999999973	-1.3955109528018927
-0.5000000000000001	0.6999999999999997	0.2999999999999998	-1.1376127209350355
-0.5000000000000001	0.6999999999999997	0.3999999999999997	-0.8703955851467604
-0.5000000000000001	0.6999999999999997	0.49999999999999956	-0.5934618492606965
-0.5000000000000001	0.6999999999999997	0.5999999999999996	-0.30630692267004545
-0.5000000000000001	0.6999999999999997	0.6999999999999997	-0.008314588666404
-0.5000000000000001	0.6999999999999997	0.7999999999999996	0.3012488783561489
-0.5000000000000001	0.6999999999999997	0.8999999999999995	0.623241820713615
-0.5000000000000001	0.6999999999999997	0.9999999999999996	0.9586556224330893
-0.5000000000000001	0.7999999999999996	-1.0	-0.8321705813440241
-0.5000000000000001	0.7999999999999996	-0.9	-1.0575842072168191
-0.5000000000000001	0.7999999999999996	-0.8	-1.2485159259233025
-0.5000000000000001	0.7999999999999996	-0.7000000000000001	-1.4087022048850673
-0.5000000000000001	0.7999999999999996	-0.6000000000000001	-1.541568126979881
-0.5000000000000001	0.7999999999999996	-0.5000000000000001	-1.6502614427020632
-0.5000000000000001	0.7999999999999996	-0.40000000000000013	-1.737683903635499
-0.5000000000000001	0.7999999999999996	-0.30000000000000016	-1.8065201693552428
-0.5000000000000001	0.7999999999999996	-0.20000000000000018	-1.8592645615916665
-0.5000000000000001	0.7999999999999996	-0.1000000000000002	-1.8982459229489217
-0.5000000000000001	0.7999999999999996	-2.220446049250313e-16	-1.9256508225014821
-0.5000000000000001	0.7999999999999996	0.09999999999999964	-1.698579422988605
-0.5000000000000001	0.7999999999999996	0.19999999999999973	-1.4619365666710324
-0.5000000000000001	0.7999999999999996	0.2999999999999998	-1.2155607561409576
-0.5000000000000001	0.7999999999999996	0.3999999999999997	-0.95918855379423
-0.5000000000000001	0.7999999999999996	0.49999999999999956	-0.6924520429004772
-0.5000000000000001	0.7999999999999996	0.5999999999999996	-0.41487523555131123
-0.5000000000000001	0.7999999999999996	0.6999999999999997	-0.12586938516284585
-0.5000000000000001	0.7999999999999996	0.7999999999999996	0.1752728537592354
-0.5000000000000001	0.7999999999999996	0.8999999999999995	0.4893844924260362
-0.5000000000000001	0.7999999999999996	0.9999999999999996	0.8174325932591491
-0.5000000000000001	0.8999999999999995	-1.0	-0.9706330275743946
-0.5000000000000001	0.8999999999999995	-0.9	-1.1875270834792935
-0.5000000000000001	0.8999999999999995	-0.8	-1.3696328489207763
-0.5000000000000001	0.8999999999999995	-0.7000000000000001	-1.5206786688078582
-0.5000000000000001	0.8999999999999995	-0.6000000000000001	-1.6440813074151988
-0.5000000000000001	0.8999999999999995	-0.5000000000000001	-1.742979995983032
-0.5000000000000001	0.8999999999999995	-0.40000000000000013	-1.8202677615254
-0.5000000000000001	0.8999999999999995	-0.30000000000000016	-1.8786203289602557
-0.5000000000000001	0.8999999999999995	-0.20000000000000018	-1.9205228703929773
-0.5000000000000001	0.8999999999999995	-0.1000000000000002	-1.9482948588425786
-0.5000000000000001	0.8999999999999995	-2.220446049250313e-16	-1.964113268731853
-0.5000000000000001	0.8999999999999995	0.09999999999999964	-1.7486283588822618
-0.5000000000000001	0.8999999999999995	0.19999999999999973	-1.5231948754723432
-0.5000000000000001	0.8999999999999995	0.2999999999999998	-1.2876609157459704
-0.5000000000000001	0.8999999999999995	0.3999999999999997	-1.041772411684131
-0.5000000000000001	0.8999999999999995	0.49999999999999956	-0.7851705961814459
-0.5000000000000001	0.8999999999999995	0.5999999999999996	-0.5173884159866284
-0.5000000000000001	0.8999999999999995	0.6999999999999997	-0.23784584908563744
-0.5000000000000001	0.8999999999999995	0.7999999999999996	0.05415593076176162
-0.5000000000000001	0.8999999999999995	0.8999999999999995	0.35944161616356185
-0.5000000000000001	0.8999999999999995	0.9999999999999996	0.6789701470287786
-0.5000000000000001	0.9999999999999996	-1.0	-1.1065197588425417
-0.5000000000000001	0.9999999999999996	-0.9	-1.3138812386644783
-0.5000000000000001	0.9999999999999996	-0.8	-1.4863534613488016
-0.5000000000000001	0.9999999999999996	-0.7000000000000001	-1.6276637023906342
-0.5000000000000001	0.9999999999999996	-0.6000000000000001	-1.7412276453237763
-0.5000000000000001	0.9999999999999996	-0.5000000000000001	-1.830183429200665
-0.5000000000000001	0.9999999999999996	-0.40000000000000013	-1.8974229772793638
-0.5000000000000001	0.9999999999999996	-0.30000000000000016	-1.9456208990311392
-0.5000000000000001	0.9999999999999996	-0.20000000000000018	-1.9772612393001472
-0.5000000000000001	0.9999999999999996	-0.1000000000000002	-1.994662331904511
-0.5000000000000001	0.9999999999999996	-2.220446049250313e-16	-1.9999999999999998
-0.5000000000000001	0.9999999999999996	0.09999999999999964	-1.794995831944194
-0.5000000000000001	0.9999999999999996	0.19999999999999973	-1.579933244379513
-0.5000000000000001	0.9999999999999996	0.2999999999999998	-1.354661485816854
-0.5000000000000001	0.9999999999999996	0.3999999999999997	-1.1189276274380948
-0.5000000000000001	0.9999999999999996	0.49999999999999956	-0.8723740293990789
-0.5000000000000001	0.9999999999999996	0.5999999999999996	-0.614534753895206
-0.5000000000000001	0.9999999999999996	0.6999999999999997	-0.344830882668413
-0.5000000000000001	0.9999999999999996	0.7999999999999996	-0.06256468166626394
-0.5000000000000001	0.9999999999999996	0.8999999999999995	0.23308746097837707
-0.5000000000000001	0.9999999999999996	0.9999999999999996	0.5430834157606315
-0.40000000000000013	-1.0	-1.0	-1.2065197588425423
-0.40000000000000013	-1.0	-0.9	-1.4138812386644786
-0.40000000000000013	-1.0	-0.8	-1.5863534613488017
-0.40000000000000013	-1.0	-0.7000000000000001	-1.7276637023906343
-0.40000000000000013	-1.0	-0.6000000000000001	-1.8412276453237766
-0.40000000000000013	-1.0	-0.5000000000000001	-1.9301834292006652
-0.40000000000000013	-1.0	-0.40000000000000013	-1.9974229772793644
-0.40000000000000013	-1.0	-0.30000000000000016	-2.0456208990311393
-0.40000000000000013	-1.0	-0.20000000000000018	-2.0772612393001473
-0.40000000000000013	-1.0	-0.1000000000000002	-2.094662331904511
-0.40000000000000013	-1.0	-2.220446049250313e-16	-2.0999999999999996
-0.40000000000000013	-1.0	0.09999999999999964	-1.8949958319441942
-0.40000000000000013	-1.0	0.19999999999999973	-1.6799332443795132
-0.40000000000000013	-1.0	0.2999999999999998	-1.454661485816854
-0.40000000000000013	-1.0	0.3999999999999997	-1.2189276274380951
-0.40000000000000013	-1.0	0.49999999999999956	-0.9723740293990792
-0.40000000000000013	-1.0	0.5999999999999996	-0.7145347538952063
-0.40000000000000013	-1.0	0.6999999999999997	-0.44483088266841353
-0.40000000000000013	-1.0	0.7999999999999996	-0.16256468166626403
-0.40000000000000013	-1.0	0.8999999999999995	0.13308746097837654
-0.40000000000000013	-1.0	0.9999999999999996	0.4430834157606309
-0.40000000000000013	-0.9	-1.0	-1.068136468288455
-0.40000000000000013	-0.9	-0.9	-1.285030524193354
-0.40000000000000013	-0.9	-0.8	-1.4671362896348366
-0.40000000000000013	-0.9	-0.7000000000000001	-1.6181821095219187
-0.40000000000000013	-0.9	-0.6000000000000001	-1.741584748129259
-0.40000000000000013	-0.9	-0.5000000000000001	-1.8404834366970921
-0.40000000000000013	-0.9	-0.40000000000000013	-1.91777120223946
-0.40000000000000013	-0.9	-0.30000000000000016	-1.9761237696743157
-0.40000000000000013	-0.9	-0.20000000000000018	-2.0180263111070373
-0.40000000000000013	-0.9	-0.1000000000000002	-2.045798299556638
-0.40000000000000013	-0.9	-2.220446049250313e-16	-2.061616709445913
-0.40000000000000013	-0.9	0.09999999999999964	-1.8461317995963218
-0.40000000000000013	-0.9	0.19999999999999973	-1.6206983161864033
-0.40000000000000013	-0.9	0.2999999999999998	-1.3851643564600304
-0.40000000000000013	-0.9	0.3999999999999997	-1.139275852398191
-0.40000000000000013	-0.9	0.49999999999999956	-0.8826740368955062
-0.40000000000000013	-0.9	0.5999999999999996	-0.6148918567006889
-0.40000000000000013	-0.9	0.6999999999999997	-0.33534928979969747
-0.40000000000000013	-0.9	0.7999999999999996	-0.04334750995229886
-0.40000000000000013	-0.9	0.8999999999999995	0.2619381754495014
-0.40000000000000013	-0.9	0.9999999999999996	0.5814667063147181
-0.40000000000000013	-0.8	-1.0	-0.9260699852499696
-0.40000000000000013	-0.8	-0.9	-1.1514836111227646
-0.40000000000000013	-0.8	-0.8	-1.342415329829248
-0.40000000000000013	-0.8	-0.7000000000000001	-1.5026016087910121
-0.40000000000000013	-0.8	-0.6000000000000001	-1.6354675308858266
-0.40000000000000013	-0.8	-0.5000000000000001	-1.7441608466080085
-0.40000000000000013	-0.8	-0.40000000000000013	-1.8315833075414445
-0.40000000000000013	-0.8	-0.30000000000000016	-1.9004195732611882
-0.40000000000000013	-0.8	-0.20000000000000018	-1.953163965497612
-0.40000000000000013	-0.8	-0.1000000000000002	-1.992145326854867
-0.40000000000000013	-0.8	-2.220446049250313e-16	-2.0195502264074277
-0.40000000000000013	-0.8	0.09999999999999964	-1.7924788268945502
-0.40000000000000013	-0.8	0.19999999999999973	-1.555835970576978
-0.40000000000000013	-0.8	0.2999999999999998	-1.309460160046903
-0.40000000000000013	-0.8	0.3999999999999997	-1.0530879577001755
-0.40000000000000013	-0.8	0.49999999999999956	-0.7863514468064228
-0.40000000000000013	-0.8	0.5999999999999996	-0.5087746394572565
-0.40000000000000013	-0.8	0.6999999999999997	-0.21976878906879138
-0.40000000000000013	-0.8	0.7999999999999996	0.08137344985328987
-0.40000000000000013	-0.8	0.8999999999999995	0.3954850885200907
-0.40000000000000013	-0.8	0.9999999999999996	0.7235331893532035
-0.40000000000000013	-0.7000000000000001	-1.0	-0.7799668771088473
-0.40000000000000013	-0.7000000000000001	-0.9	-1.0127462038680037
-0.40000000000000013	-0.7000000000000001	-0.8	-1.2115592262651527
-0.40000000000000013	-0.7000000000000001	-0.7000000000000001	-1.3801667333273888
-0.40000000000000013	-0.7000000000000001	-0.6000000000000001	-1.522019139037379
-0.40000000000000013	-0.7000000000000001	-0.5000000000000001	-1.6402905740010458
-0.40000000000000013	-0.7000000000000001	-0.40000000000000013	-1.7379102599267928
-0.40000000000000013	-0.7000000000000001	-0.30000000000000016	-1.8175914590880842
-0.40000000000000013	-0.7000000000000001	-0.20000000000000018	-1.8818582726612902
-0.40000000000000013	-0.7000000000000001	-0.1000000000000002	-1.9330705452906334
-0.40000000000000013	-0.7000000000000001	-2.220446049250313e-16	-1.973447118266305
-0.40000000000000013	-0.7000000000000001	0.09999999999999964	-1.733404045330317
-0.40000000000000013	-0.7000000000000001	0.19999999999999973	-1.4845302777406562
-0.40000000000000013	-0.7000000000000001	0.2999999999999998	-1.226632045873799
-0.40000000000000013	-0.7000000000000001	0.3999999999999997	-0.9594149100855238
-0.40000000000000013	-0.7000000000000001	0.49999999999999956	-0.6824811741994599
-0.40000000000000013	-0.7000000000000001	0.5999999999999996	-0.39532624760880886
-0.40000000000000013	-0.7000000000000001	0.6999999999999997	-0.09733391360516741
-0.40000000000000013	-0.7000000000000001	0.7999999999999996	0.21222955341738547
